name,huc12,states,PIMPV_2021,PIMPV_2020,areaacres,areasqkm
Crooked Creek-Ohio River,51401010302,"IN,KY",5.479400534,5.479400534,28937.08,117.1
Corn Creek,51401010303,KY,0.304690202,0.304690202,19413.39,78.56
Big Saluda Creek-Ohio River,51401010304,"IN,KY",0.608331777,0.608331777,20846.12,84.36
Barebone Creek-Ohio River,51401010305,"IN,KY",1.281916315,1.281916315,11499.69,46.54
Dry Branch-Fourteenmile Creek,51401010404,IN,1.844567563,1.844567563,18403.84,74.48
Headwaters Harrods Creek,51401010501,KY,1.095063959,1.095063959,15484.77,62.66
Brush Creek-Harrods Creek,51401010502,KY,3.37101285,3.37101285,12278.15,49.69
Darby Creek-Harrods Creek,51401010503,KY,1.669627984,1.669627984,12848.37,52
South Fork Harrods Creek,51401010504,KY,12.04241634,12.04241634,14692.66,59.46
Wolf Pen Branch-Harrods Creek,51401010505,KY,5.984978576,5.984978576,13559.1,54.87
Camp Creek,51401010601,IN,0.232416336,0.232416336,12567.49,50.86
Pattons Creek-Ohio River,51401010602,"IN,KY",0.247749081,0.247749081,33051.74,133.76
Bull Creek-Ohio River,51401010603,"IN,KY",0.281684416,0.281684416,18436.88,74.61
Little Huckleberry Creek-Ohio River,51401010604,"IN,KY",2.73929345,2.73929345,17501.31,70.83
Lentzier Creek-Ohio River,51401010605,"IN,KY",15.28472579,15.28472579,27081.97,109.6
South Fork Beargrass Creek,51401010901,KY,36.97354013,36.97354013,16539.6,66.93
Beargrass Creek,51401010902,KY,23.39618669,23.39618669,22355.45,90.47
Mill Creek Cutoff,51401010903,KY,37.80013389,37.80013389,20966.68,84.85
Fall Run-Ohio River,51401010904,"IN,KY",22.90784628,22.90784628,36569.1,147.99
Knob Creek,51401010905,IN,0.630718429,0.630718429,12557.02,50.82
Quirks Run-Salt River,51401020101,KY,0.27688404,0.27688404,13173.86,53.31
Dry Branch-Salt River,51401020102,KY,4.239580268,4.239580268,19690.28,79.68
Town of McAfee-Salt River,51401020103,KY,1.154152128,1.154152128,25087.05,101.52
Lyons Branch-Salt River,51401020104,KY,0.754745488,0.754745488,18595.36,75.25
Hammond Creek-Salt River,51401020105,KY,2.910853059,2.910853059,27528.09,111.4
Timber Creek-Salt River,51401020201,KY,0.217423842,0.217423842,10117.45,40.94
Willow Creek-Salt River,51401020202,KY,0.301527602,0.301527602,16485.59,66.71
Crooked Creek,51401020203,KY,0.243093017,0.243093017,14970.38,60.58
Headwaters Beech Creek,51401020301,KY,0.260059918,0.260059918,20648.99,83.56
Levy Creek-Salt River,51401020302,KY,0.258871182,0.258871182,12532.62,50.72
Little Beech Creek-Salt River,51401020303,KY,0.286950287,0.286950287,14835.69,60.04
Ashes Creek,51401020304,KY,0.222874857,0.222874857,17999.28,72.84
Beech Creek-Salt River,51401020305,KY,1.024695543,1.024695543,18483.11,74.8
Upper Clear Creek,51401020401,KY,0.489227736,0.489227736,17024.72,68.9
Middle Clear Creek,51401020402,KY,2.912175931,2.912175931,11097.25,44.91
Lower Clear Creek,51401020403,KY,12.17679537,12.17679537,11502.01,46.55
Fox Run,51401020404,KY,0.930430077,0.930430077,14847.38,60.09
Upper Bullskin Creek,51401020405,KY,0.363523432,0.363523432,17647.7,71.42
Lower Bullskin Creek,51401020406,KY,3.27143372,3.27143372,15505.31,62.75
Headwaters Guist Creek,51401020501,KY,0.65178897,0.65178897,11119.02,45
Tick Creek-Guist Creek,51401020502,KY,0.88774833,0.88774833,15270.19,61.8
Jeptha Creek,51401020503,KY,0.708064634,0.708064634,12161.46,49.22
Buck Creek-Brashears Creek,51401020504,KY,0.777835747,0.777835747,17548.4,71.02
Guist Creek-Brashears Creek,51401020505,KY,1.077926533,1.077926533,24052.94,97.34
Upper West Fork Simpson Creek,51401020601,KY,0.797885256,0.797885256,10098.14,40.87
Lower West Fork Simpson Creek,51401020602,KY,0.809654345,0.809654345,13777.65,55.76
Camp Branch-Simpson Creek,51401020603,KY,0.25310575,0.25310575,12944.09,52.38
Upper Cox Creek,51401020701,KY,0.732662694,0.732662694,16973.61,68.69
Froman Creek,51401020702,KY,0.706638697,0.706638697,9062.4,36.67
East Fork Cox Creek,51401020703,KY,0.286862868,0.286862868,17793.04,72.01
Lower Cox Creek,51401020704,KY,0.44805896,0.44805896,21312.2,86.25
Headwaters Floyds Fork,51401020801,KY,0.409013343,0.409013343,13720.1,55.52
Lick Fork-Floyds Fork,51401020802,KY,0.663275791,0.663275791,17418.63,70.49
Currys Fork,51401020803,KY,4.520343481,4.520343481,18237.82,73.81
Brush Run-Floyds Fork,51401020804,KY,12.05664685,12.05664685,17412.84,70.47
Long Run,51401020805,KY,1.883286773,1.883286773,18462.3,74.71
Cane Run-Floyds Fork,51401020806,KY,3.901581182,3.901581182,24739.21,100.12
Elk Creek-Salt River,51401020901,KY,0.933060816,0.933060816,13403.51,54.24
Upper Plum Creek,51401020902,KY,0.798785074,0.798785074,11629.21,47.06
Lower Plum Creek,51401020903,KY,0.471157937,0.471157937,11001.92,44.52
Goose Creek-Salt River,51401020904,KY,0.262961274,0.262961274,17629.33,71.34
Whittaker Run-Salt River,51401020905,KY,3.678464883,3.678464883,13216.89,53.49
Chenoweth Run,51401021001,KY,19.22089546,19.22089546,10685.99,43.24
Pennsylvania Run-Cedar Creek,51401021002,KY,11.5235094,11.5235094,17467.18,70.69
Broad Run-Floyds Fork,51401021003,KY,2.643334744,2.643334744,13166.65,53.28
Wells Run-Floyds Fork,51401021004,KY,4.440270387,4.440270387,17539.25,70.98
Bluelick Creek-Floyds Fork,51401021005,KY,9.231806444,9.231806444,12900.34,52.21
Cedar Creek,51401021101,KY,0.591483027,0.591483027,12118.1,49.04
Long Lick Creek,51401021102,KY,1.464890741,1.464890741,19880.15,80.45
Bullitt Lick Creek-Salt River,51401021103,KY,12.46625941,12.46625941,13522.7,54.72
Woodland Creek-Salt River,51401021104,KY,0.0975212,0.0975212,10373.06,41.98
Northern Ditch,51401021201,KY,39.42566977,39.42566977,19381.68,78.43
Headwaters Southern Ditch,51401021202,KY,22.34005947,22.34005947,16183.99,65.49
Southern Ditch-Pond Creek,51401021203,KY,10.9604893,10.9604893,14339.05,58.03
Knob Creek,51401021204,KY,0.200220418,0.200220418,19790.7,80.09
Brier Creek-Pond Creek,51401021205,KY,4.347742247,4.347742247,11154.47,45.14
Upper Mill Creek,51401021301,KY,3.520819987,3.520819987,15030.9,60.83
Lower Mill Creek,51401021302,KY,7.886650384,7.886650384,19783.01,80.06
Rodgers Hollow-Salt River,51401021303,KY,0.292376639,0.292376639,9410.82,38.08
Cedar Point Branch-Salt River,51401021304,KY,0.333672537,0.333672537,10866.62,43.98
Headwaters Chaplin River,51401030101,KY,0.435408337,0.435408337,38423.49,155.49
Deep Creek-Chaplin River,51401030102,KY,0.265676604,0.265676604,30131.58,121.94
Thompson Creek-Chaplin River,51401030103,KY,0.259266319,0.259266319,17516.03,70.88
Glens Creek,51401030104,KY,0.201431953,0.201431953,23220.44,93.97
Sulphur Creek-Chaplin River,51401030105,KY,0.747653827,0.747653827,22240.74,90.01
Beaver Creek,51401030106,KY,0.407459575,0.407459575,20193.13,81.72
Water Run-Chaplin River,51401030107,KY,0.76199968,0.76199968,23661.29,95.75
Headwaters Beech Fork,51401030201,KY,0.318940973,0.318940973,27437.85,111.04
Pleasant Run,51401030202,KY,0.346790602,0.346790602,15250.36,61.72
Prather Creek-Beech Fork,51401030203,KY,0.238279135,0.238279135,12336.87,49.93
Long Lick Creek,51401030204,KY,0.315397819,0.315397819,22910.65,92.72
Mays Creek-Beech Fork,51401030205,KY,0.341142918,0.341142918,25059.36,101.41
Upper Cartwright Creek,51401030301,KY,0.982731182,0.982731182,23546.51,95.29
Lower Cartwright Creek,51401030302,KY,2.178675827,2.178675827,30118.74,121.89
Hardins Creek,51401030303,KY,2.032461563,2.032461563,38785.32,156.96
Short Creek-Beech Fork,51401030304,KY,0.309581775,0.309581775,31915.43,129.16
Rowan Creek-Beech Fork,51401030305,KY,5.012579118,5.012579118,25194.49,101.96
Buffalo Creek-Beech Fork,51401030306,KY,2.517330481,2.517330481,26204.83,106.05
Lick Creek-Beech Fork,51401030307,KY,0.441616024,0.441616024,27447.72,111.08
Upper Big South Fork,51401030401,KY,0.106463478,0.106463478,21100.13,85.39
Lower Big South Fork,51401030402,KY,0.107984535,0.107984535,20480.71,82.88
Upper North Rolling Fork,51401030403,KY,0.100763022,0.100763022,36266.91,146.77
Lower North Rolling Fork,51401030404,KY,0.169496526,0.169496526,27156.75,109.9
Pope Creek-Rolling Fork,51401030405,KY,0.290164995,0.290164995,25111.26,101.62
Cloyd Creek-Rolling Fork,51401030406,KY,0.641022369,0.641022369,22901.63,92.68
Clear Creek-Rolling Fork,51401030501,KY,0.263193948,0.263193948,29593.79,119.76
Prather Creek-Rolling Fork,51401030502,KY,0.330011441,0.330011441,35607.64,144.1
Otter Creek-Rolling Fork,51401030503,KY,0.150406344,0.150406344,33977.76,137.5
Pottinger Creek,51401030504,KY,0.341342751,0.341342751,32182.94,130.24
Knob Creek-Rolling Fork,51401030505,KY,0.317524077,0.317524077,27894.02,112.88
Younger Creek-Rolling Fork,51401030506,KY,0.444589701,0.444589701,37862.53,153.22
Clear Creek,51401030601,KY,1.522915534,1.522915534,13951.82,56.46
Wilson Creek,51401030602,KY,0.649387956,0.649387956,25975.47,105.12
Paradise Lake-Rolling Fork,51401030603,KY,1.325814177,1.325814177,10977.31,44.42
Crooked Creek,51401030604,KY,0.657875473,0.657875473,21370.09,86.48
Cedar Creek-Rolling Fork,51401030605,KY,0.218162299,0.218162299,23680.73,95.83
Mosquito Creek,51401040101,IN,0.146849057,0.146849057,17500.62,70.82
Tioga Creek-Ohio River,51401040102,"IN,KY",1.699869476,1.699869476,13302.19,53.83
Upper Otter Creek,51401040103,KY,2.831925851,2.831925851,31130.79,125.98
Middle Otter Creek,51401040104,KY,5.977275148,5.977275148,12546.33,50.77
Lower Otter Creek,51401040105,KY,0.858446814,0.858446814,25658.54,103.84
Doe Run,51401040106,KY,0.789758844,0.789758844,27633.88,111.83
Big Run-Ohio River,51401040107,"IN,KY",0.262108341,0.262108341,9078.82,36.74
Outlet Buck Creek,51401040205,IN,0.305706613,0.305706613,13271.59,53.71
Flippins Run-Ohio River,51401041001,"IN,KY",1.112082611,1.112082611,42716.71,172.87
French Creek-Ohio River,51401041002,"IN,KY",0.410121391,0.410121391,25287.56,102.34
Wolf Creek,51401041003,KY,0.1130175,0.1130175,18871.29,76.37
Potato Run-Ohio River,51401041004,"IN,KY",0.182612859,0.182612859,24014.54,97.18
Turkey Fork,51401041106,IN,0.631988014,0.631988014,16639.26,67.34
Mill Creek-Little Blue River,51401041107,IN,0.130395711,0.130395711,14432.82,58.41
Little Oil Creek,51401041202,IN,0.154659928,0.154659928,10487.64,42.44
Bald Knob Creek-Oil Creek,51401041203,IN,0.207627769,0.207627769,16125.52,65.26
Blue Fork,51401041301,KY,0.166811864,0.166811864,11240.26,45.49
Pilot Ridge-Sinking Creek,51401041302,KY,0.151617861,0.151617861,36644.69,148.3
City of Irvington-Sinking Creek,51401041303,KY,0.440040607,0.440040607,36171.92,146.38
Norton Valley-Sinking Creek,51401041304,KY,0.156196331,0.156196331,15418.11,62.39
Hardins Creek,51401041305,KY,1.178616633,1.178616633,23946.1,96.91
Sugar Tree Run-Sinking Creek,51401041306,KY,0.140704942,0.140704942,29890.12,120.96
Spring Creek,51401041401,KY,0.181659352,0.181659352,21398.22,86.6
Yellowbank Creek,51401041402,KY,0.144123168,0.144123168,15334.51,62.06
Watson Run-Ohio River,51401041403,"IN,KY",0.227080883,0.227080883,23688.14,95.86
Lick Run-Ohio River,51401041405,"IN,KY",0.18119891,0.18119891,10460.52,42.33
Upper Clover Creek,51402010201,KY,0.278455337,0.278455337,17121.31,69.29
Tar Fork,51402010202,KY,0.121630359,0.121630359,19032.68,77.02
Lower Clover Creek,51402010203,KY,0.23136927,0.23136927,19654.36,79.54
Bull Creek-Ohio River,51402010204,"IN,KY",0.16252084,0.16252084,21990.78,88.99
Indian Creek-Ohio River,51402010205,"IN,KY",1.878995389,1.878995389,26062.06,105.47
Cedar Crest Lake-Crooked Creek,51402010503,IN,0.339735856,0.339735856,14151.89,57.27
Headwaters Blackford Creek,51402010601,KY,0.145690846,0.145690846,12763.91,51.65
Horse Fork,51402010602,KY,0.194748939,0.194748939,12599.03,50.99
Caney Creek-Blackford Creek,51402010603,KY,0.190123961,0.190123961,20780.75,84.1
Butchers Branch-Blackford Creek,51402010604,KY,0.18490566,0.18490566,14536.19,58.83
Little Blackford Creek-Blackford Creek,51402010605,KY,0.564244344,0.564244344,11922.38,48.25
Lead Creek,51402010701,KY,0.833494793,0.833494793,12916.2,52.27
Sandy Creek,51402010702,IN,0.712881235,0.712881235,17597.37,71.21
South Yellow Creek Fork-Ohio River,51402010703,"IN,KY",3.705761404,3.705761404,42467.8,171.86
Honey Creek,51402010801,IN,2.214107516,2.214107516,12131.36,49.09
Huffman Ditch,51402010802,IN,2.184665635,2.184665635,13062.2,52.86
Upper Pup Creek,51402010803,KY,0.198178435,0.198178435,11405.91,46.16
Lower Pup Creek,51402010804,KY,1.15437671,1.15437671,13808.34,55.88
City of Rockport-Ohio River,51402010805,"IN,KY",2.318636559,2.318636559,8830.41,35.74
Yellow Creek,51402011201,KY,6.53557936,6.53557936,9345.48,37.82
Jackson Creek-Ohio River,51402011202,"IN,KY",5.448311483,5.448311483,33790.07,136.74
Cowhide Slough-Ohio River,51402011203,"IN,KY",2.50064451,2.50064451,15742.28,63.71
Kolb Ditch-Ohio River,51402011204,"IN,KY",12.50351474,12.50351474,8861.29,35.86
Eagle Creek-Ohio River,51402020401,"IN,KY",13.63278773,13.63278773,39419.6,159.53
North Fork Canoe Creek-Canoe Creek,51402020402,KY,5.616193665,5.616193665,27893.16,112.88
West Fork Canoe Creek-Canoe Creek,51402020403,KY,0.376080052,0.376080052,26106.71,105.65
East Fork Canoe Creek-Canoe Creek,51402020404,KY,0.983612295,0.983612295,10840.76,43.87
Wilson Creek-Canoe Creek,51402020405,KY,5.01187143,5.01187143,11955.52,48.38
Headwaters Highland Creek,51402020501,KY,0.402133136,0.402133136,20432.63,82.69
Beaverdam Creek,51402020502,KY,0.399181899,0.399181899,15599.92,63.13
Anderson Creek-Highland Creek,51402020503,KY,0.23366353,0.23366353,21520.99,87.09
Casey Creek,51402020504,KY,1.015039532,1.015039532,21149.23,85.59
Rock Creek-Highland Creek,51402020505,KY,0.431413861,0.431413861,16931.88,68.52
Diamond Island-Ohio River,51402020602,"IN,KY",0.844942618,0.844942618,30081.67,121.74
Cypress Slough,51402020603,IN,0.965683646,0.965683646,16642.3,67.35
Beaverdam Creek-Ohio River,51402020605,"IN,KY",4.761761622,4.761761622,30633.28,123.97
Headwaters Pond Creek,51402020701,KY,0.527086099,0.527086099,13770.21,55.73
Pond Creek-Highland Creek,51402020702,KY,0.478972413,0.478972413,23171.99,93.77
Hogan Slough-Highland Creek,51402020703,KY,0.248059052,0.248059052,16957.64,68.63
Lost Creek,51402020704,KY,1.967538513,1.967538513,18189.32,73.61
Sibley Creek-Ohio River,51402020705,"IL,IN,KY",0.4487551,0.4487551,40031.7,162
Gold Hill-Ohio River,51402030102,"IL,KY",0.248525589,0.248525589,21941.77,88.8
Eagle Creek,51402030201,KY,0.88776414,0.88776414,14110.04,57.1
Upper Cypress Creek,51402030202,KY,0.282356001,0.282356001,17148.43,69.4
Lower Cypress Creek,51402030203,KY,0.26834739,0.26834739,16997.31,68.79
Upper Crooked Creek,51402030301,KY,1.730993867,1.730993867,13760.99,55.69
Lower Crooked Creek,51402030302,KY,0.166061695,0.166061695,18335.8,74.2
Camp Creek-Ohio River,51402030303,"IL,KY",0.219990651,0.219990651,31063.52,125.71
Caney Fork-McElmurry Creek,51402030304,KY,0.103186967,0.103186967,11631.8,47.07
Hurricane Creek,51402030305,KY,0.134137431,0.134137431,19836.03,80.27
Peters Creek-Ohio River,51402030306,"IL,KY",0.961863982,0.961863982,31157.58,126.09
Upper Deer Creek,51402030401,KY,0.114963648,0.114963648,11262.54,45.58
Middle Deer Creek,51402030402,KY,0.129814262,0.129814262,8798.74,35.61
Coefield Creek,51402030403,KY,0.151355799,0.151355799,12447.91,50.37
Lower Deer Creek,51402030404,KY,0.122506354,0.122506354,9948.71,40.26
Big Creek,51402030502,IL,0.368609709,0.368609709,12828.74,51.92
Buck Creek,51402030503,KY,0.131321203,0.131321203,10874.15,44.01
Threemile Creek-Ohio River,51402030504,"IL,KY",1.188037207,1.188037207,19023.54,76.99
Lusk Creek,51402030602,IL,0.591399805,0.591399805,24610.14,99.59
Givens Creek-Ohio River,51402030704,"IL,KY",0.373198455,0.373198455,10155.66,41.1
McGilligan Creek-Ohio River,51402030705,"IL,KY",0.321405056,0.321405056,9210.46,37.27
Upper Bayou Creek,51402030902,KY,0.17967496,0.17967496,17751.08,71.84
Lower Bayou Creek,51402030903,KY,0.127288197,0.127288197,9341.28,37.8
Sisters Islands-Ohio River,51402030904,"IL,KY",0.157619764,0.157619764,7122.75,28.82
Dog Creek-Ohio River,51402030905,"IL,KY",0.247907512,0.247907512,34000.34,137.59
Beaver Creek-Saline River,51402040707,"IL,KY",0.293474107,0.293474107,20779.88,84.09
Headwaters Tradewater River,51402050101,KY,0.230311936,0.230311936,26660.59,107.89
Castleberry Creek-Tradewater River,51402050102,KY,0.179015273,0.179015273,22691.78,91.83
Buffalo Creek-Tradewater River,51402050103,KY,0.207952444,0.207952444,20867.74,84.45
Piney Creek-Lake Beshear,51402050104,KY,0.184386912,0.184386912,18172.13,73.54
Caney Creek-Tradewater River,51402050105,KY,0.946597378,0.946597378,21249.67,85.99
Richland Creek-Clear Creek,51402050201,KY,1.641778408,1.641778408,29835.26,120.74
Greasy Creek-Clear Creek,51402050202,KY,2.376458301,2.376458301,19762.61,79.98
Weirs Creek,51402050203,KY,0.487765402,0.487765402,23736.14,96.06
Lick Creek,51402050204,KY,0.2607822,0.2607822,21444.66,86.78
Pond Creek-Clear Creek,51402050205,KY,0.29510885,0.29510885,32723.7,132.43
Flynn Fork,51402050301,KY,0.386844624,0.386844624,29345.69,118.76
Montgomery Creek-Tradewater River,51402050302,KY,0.39535457,0.39535457,28003.07,113.32
Upper Donaldson Creek,51402050303,KY,0.165464716,0.165464716,22634.56,91.6
Lower Donaldson Creek,51402050304,KY,0.161512091,0.161512091,24304.1,98.36
Pieburn Creek-Tradewater River,51402050305,KY,0.136355087,0.136355087,23843.52,96.49
Piney Creek,51402050306,KY,0.106040031,0.106040031,39036.52,157.98
Wolf Creek-Tradewater River,51402050307,KY,0.475432227,0.475432227,32142.57,130.08
Upper Slover Creek,51402050401,KY,0.381710111,0.381710111,14431.16,58.4
Lynn Fork-Craborchard Creek,51402050402,KY,0.320685409,0.320685409,21585.26,87.35
Lower Slover Creek,51402050403,KY,0.794520977,0.794520977,14462.41,58.53
Caney Fork,51402050404,KY,0.588350866,0.588350866,5440.99,22.02
Craborchard Creek-Vaughn Ditch,51402050405,KY,1.004717779,1.004717779,10582.25,42.82
Hoods Creek-Tradewater River,51402050501,KY,0.216669191,0.216669191,17656.68,71.45
Long Branch-Tradewater River,51402050502,KY,0.230805759,0.230805759,10348,41.88
Smith Ditch,51402050503,KY,0.352301884,0.352301884,44435.09,179.82
Cypress Creek,51402050504,KY,1.653045118,1.653045118,10194.55,41.26
Caney Branch-Tradewater River,51402050505,KY,0.450483822,0.450483822,17811.91,72.08
Mud Creek-Ohio River,51402060102,"IL,KY",4.870437319,4.870437319,51958.21,210.27
Sevenmile Creek-Ohio River,51402060202,"IL,KY",0.618889714,0.618889714,18586.73,75.22
Headwaters Massac Creek,51402060301,KY,2.304599808,2.304599808,9760.56,39.5
Middle Fork Massac Creek,51402060302,KY,0.643552165,0.643552165,9252.62,37.44
West Fork Massac Creek,51402060303,KY,1.635434752,1.635434752,15723.23,63.63
Black Branch-Massac Creek,51402060304,KY,3.889976337,3.889976337,13959.07,56.49
Upper Humphrey Creek,51402060601,KY,0.475727442,0.475727442,18250.58,73.86
Middle Humphrey Creek,51402060602,KY,0.896811959,0.896811959,17027.9,68.91
Clanton Creek,51402060603,KY,0.407620587,0.407620587,22906.72,92.7
Lower Humphrey Creek,51402060604,KY,0.280869375,0.280869375,9231.63,37.36
Bayou Creek-Ohio River,51402060701,"IL,KY",3.787037234,3.787037234,47289.96,191.38
Redstone Creek-Ohio River,51402060702,"IL,KY",0.811535421,0.811535421,31553.65,127.69
Hess Bayou-Ohio River,51402060703,"IL,KY",2.027161225,2.027161225,29564.52,119.64
City of Cairo-Ohio River,51402060704,"IL,KY",6.596215097,6.596215097,18653.09,75.49
Roaring Fork,60102060101,"KY,VA",0.691901192,0.691901192,16314.64,66.02
Callahan Creek,60102060103,"KY,VA",0.930649338,0.930649338,18394.14,74.44
Pigeon Creek-Powell River,60102060104,"KY,VA",2.431406095,2.431406095,14563.1,58.93
Reeds Creek-North Fork Powell River,60102060202,"KY,VA",0.587162691,0.587162691,27450.12,111.09
Straight Creek,60102060203,"KY,VA",0.681607594,0.681607594,17726.01,71.73
Hardy Creek,60102060303,"KY,VA",0.980906076,0.980906076,27627.33,111.8
Martin Creek,60102060305,"KY,TN,VA",1.195323705,1.195323705,15350.99,62.12
Indian Creek,60102060403,"KY,TN,VA",1.553943012,1.553943012,41008.28,165.95
Gap Creek-Powell River,60102060404,"KY,TN,VA",2.897598118,2.897598118,36192.05,146.46
Headwaters Blood River,60400050801,"KY,TN",0.204581716,0.204581716,30024.49,121.5
Dog Creek-Blood River,60400050802,KY,0.164469109,0.164469109,15436.22,62.47
Beechy Creek-Blood River,60400050803,"KY,TN",0.128676193,0.128676193,12077.99,48.88
Wildcat Creek-Blood River,60400050804,KY,0.352644936,0.352644936,12666.02,51.26
Sugar Creek-Blood River,60400050805,KY,0.165710928,0.165710928,12491.8,50.55
Panther Creek-Kentucky Lake,60400050906,"KY,TN",0.146952149,0.146952149,53643.27,217.09
Turkey Creek-Kentucky Lake,60400050907,"KY,TN",0.164584752,0.164584752,28863.52,116.81
Upper Jonathan Creek,60400051001,KY,0.471008599,0.471008599,20525.91,83.07
Lower Jonathan Creek,60400051002,KY,0.58490566,0.58490566,19779.1,80.04
Ledbetter Creek-Kentucky Lake,60400051003,KY,0.599549201,0.599549201,21519.89,87.09
Pisgah Creek-Kentucky Lake,60400051004,KY,0.182666835,0.182666835,33095.69,133.93
Bear Creek-Kentucky Lake,60400051005,KY,1.948459027,1.948459027,36380.26,147.23
East Fork Clarks River,60400060101,"KY,TN",0.779533747,0.779533747,25506.82,103.22
Middle Fork Clarks River,60400060102,"KY,TN",1.352786796,1.352786796,31164.57,126.12
Clayton Creek-Clarks River,60400060103,KY,5.883852725,5.883852725,18414.21,74.52
Rockhouse Creek,60400060104,KY,0.917911402,0.917911402,17456.04,70.64
Almo-Clarks River,60400060105,KY,2.347974348,2.347974348,15859.68,64.18
Clear Creek-West Fork Clarks River,60400060201,KY,0.489921598,0.489921598,17295.8,69.99
Damon Creek-West Fork Clarks River,60400060202,KY,0.458282012,0.458282012,13244.33,53.6
Soldier Creek,60400060203,KY,0.246121348,0.246121348,12556.64,50.81
Panther Creek,60400060204,KY,0.399697247,0.399697247,14160.67,57.31
Duncan Creek-West Fork Clarks River,60400060205,KY,0.34162983,0.34162983,19144.72,77.48
Trace Creek-West Fork Clarks River,60400060301,KY,0.267864423,0.267864423,8206.84,33.21
Spring Creek,60400060302,KY,0.240160135,0.240160135,10585.17,42.84
Sugar Creek-West Fork Clarks River,60400060303,KY,0.252580438,0.252580438,23585.14,95.45
Blizzard Ponds,60400060304,KY,0.602699183,0.602699183,9421.67,38.13
Camp Creek-West Fork Clarks River,60400060305,KY,0.234089547,0.234089547,14165.38,57.33
Wades Creek-Clarks River,60400060401,KY,0.566662925,0.566662925,23819.4,96.39
Watch Creek-Clarks River,60400060402,KY,2.394358633,2.394358633,19102.74,77.31
Middle Fork Creek,60400060403,KY,0.782755706,0.782755706,14567.92,58.95
Chestnut Creek-Clarks River,60400060404,KY,0.960047491,0.960047491,19902.83,80.54
Dunn Slough Creek-Clarks River,60400060405,KY,1.735761048,1.735761048,21678.03,87.73
Upper Cypress Creek,60400060501,KY,3.019896335,3.019896335,22027.47,89.14
Guess Creek-Tennessee River,60400060502,KY,2.628370566,2.628370566,20398.46,82.55
Lower Cypress Creek,60400060503,KY,1.620996071,1.620996071,17202.01,69.61
Island Creek,60400060504,KY,8.13929192,8.13929192,19917.5,80.6
White Oak Creek-Tennessee River,60400060505,KY,4.627249202,4.627249202,17240.52,69.77
Shawnee Creek,80101000101,KY,0.408243774,0.408243774,12111.33,49.01
Shawnee Creek Slough,80101000102,KY,0.273735562,0.273735562,26085.56,105.56
Town of Wickliffe-Mississippi River,80101000103,"IL,KY,MO",0.811533674,0.811533674,16706.69,67.61
Islands Nos 2 3 and 4-Mississippi River,80101000201,"KY,MO",0.197282429,0.197282429,27281.09,110.4
Wolf Island Number 5-Mississippi River,80101000202,"KY,MO",0.409053983,0.409053983,25669.6,103.88
Donaldson Point-Mississippi River,80101000301,"KY,MO,TN",0.431596066,0.431596066,68593.76,277.59
Leech Creek,80102010101,KY,0.348140856,0.348140856,14706.41,59.51
Ford Creek-Mayfield Creek,80102010102,KY,0.51499628,0.51499628,20954.1,84.8
Vulton Creek-Mayfield Creek,80102010103,KY,1.813635807,1.813635807,21906.67,88.65
Key Creek-Mayfield Creek,80102010104,KY,6.081293756,6.081293756,15721.04,63.62
Gilbert Creek-Mayfield Creek,80102010105,KY,1.333886638,1.333886638,13766.75,55.71
Carney Creek-Mayfield Creek,80102010201,KY,0.715765583,0.715765583,13762.97,55.7
Town of Melber-Mayfield Creek,80102010202,KY,0.406988248,0.406988248,20530.85,83.09
Wilson Creek,80102010203,KY,0.465685853,0.465685853,31193.29,126.23
Brush Creek-Mayfield Creek,80102010204,KY,0.258825467,0.258825467,23014.71,93.14
Hurricane Creek-Mayfield Creek,80102010205,KY,0.232129618,0.232129618,12339.04,49.93
Upper West Fork Mayfield Creek,80102010301,KY,0.421311885,0.421311885,35018.87,141.72
Lower West Fork Mayfield Creek,80102010302,KY,0.272588025,0.272588025,11276.01,45.63
Truman Creek-Mayfield Creek,80102010303,KY,0.574462171,0.574462171,18464.42,74.72
Stovall Creek-Mayfield Creek,80102010304,KY,0.216787024,0.216787024,15602.17,63.14
Shelton Creek-Mayfield Creek,80102010305,KY,1.041606671,1.041606671,10483.96,42.43
Upper Bayou De Chien,80102010401,"KY,TN",0.418806445,0.418806445,34641.33,140.19
Cane Creek,80102010402,KY,0.432786719,0.432786719,17610.73,71.27
Little Bayou De Chien,80102010403,"KY,TN",0.32062972,0.32062972,27659.56,111.93
Middle Bayou De Chien,80102010404,KY,0.307480417,0.307480417,28596.36,115.73
Lower Bayou De Chien,80102010405,"KY,TN",0.65804647,0.65804647,28817.22,116.62
Little Cypress Creek-Obion Creek,80102010501,KY,0.435289531,0.435289531,24032.29,97.26
Brush Creek,80102010502,KY,0.423063031,0.423063031,22245.5,90.02
Opossum Creek-Obion Creek,80102010503,KY,0.61749719,0.61749719,20609.96,83.41
Little Creek,80102010504,KY,0.211116916,0.211116916,21417.96,86.68
Russells Creek-Obion Creek,80102010505,KY,0.225084305,0.225084305,40828.63,165.23
Hurricane Creek-Obion Creek,80102010506,KY,0.318778822,0.318778822,39071.44,158.12
Cane Creek-Obion Creek,80102010507,KY,0.58527771,0.58527771,36957.03,149.56
Terrapin Creek,80102020103,"KY,TN",0.302342,0.302342,34746.02,140.61
Powell Creek,80102020104,"KY,TN",0.15346822,0.15346822,15713.01,63.59
